Title,Bedrooms,Bathrooms,Carports,Agent,Price_num,Installment_num,Land_sqm,Building_sqm,Area,City,Price_sqm,property_type,price_per_land_m2,price_segment,land_building_ratio,Price_sqm_M,query,lat,lon
"Rumah Elegan Gaya Modern Hitung Tanah, 2 Lantai Di Pondok Labu Jak Sel",6,5,1,Santi Arifin,18500000000.0,78000000,1120,500,Cilandak,Jakarta Selatan,37000000.0,Residential,16517857.0,10–50B,2.24,37.0,"Cilandak, Jakarta Selatan, Indonesia",-6.2897982,106.7969264
Rumah Luas Rasa Nyaman Perlu Renovasi Harga Ok Di Kebayoran Baru,6,3,2,Irma Librata Eagle Tree Chandra,42000000000.0,178000000,615,654,Kebayoran Baru,Jakarta Selatan,64220183.49,Residential,68292683.0,10–50B,0.94,64.22018349,"Kebayoran Baru, Jakarta Selatan, Indonesia",-6.2431637,106.7998503
Kemang Jakarta Selatan Luxurious Comfortable House,5,5,2,Murdoko,28000000000.0,118000000,515,510,Kemang,Jakarta Selatan,54901960.78,Residential,54368932.0,10–50B,1.01,54.90196078,"Kemang, Jakarta Selatan, Indonesia",-6.2611108,106.8153262
Rumah Mewah Cluster Ampera 2 Lantai Murah,4,4,2,Diana Syauta,13200000000.0,56000000,382,665,Ampera,Jakarta Selatan,19849624.06,Residential,34554974.0,10–50B,0.57,19.84962406,"Ampera, Jakarta Selatan, Indonesia",-6.2936735,106.8217855
Hot Rumah Hoek Lebak Bulus Ada Private Pool,4,4,2,Diana Syauta,9500000000.0,40000000,302,450,Lebak Bulus,Jakarta Selatan,21111111.11,Residential,31456954.0,5–10B,0.67,21.11111111,"Lebak Bulus, Jakarta Selatan, Indonesia",-6.3025678,106.7803539
Rumah Luas 760 M2 Jl Asem Baris 200 Mtr St. Tebet Jakarta Selatan,7,4,4,Yolanda Lanes,16000000000.0,67000000,760,1020,Tebet,Jakarta Selatan,15686274.51,Residential,21052632.0,10–50B,0.75,15.68627451,"Tebet, Jakarta Selatan, Indonesia",-6.2263977,106.8584389
Rumah Cantik Dengan Kolam Renang Di Jl Wijaya Kebayoran Baru,4,4,3,Tanti Widyanti,42000000000.0,178000000,562,600,Kebayoran Baru,Jakarta Selatan,70000000.0,Residential,74733096.0,10–50B,0.94,70.0,"Kebayoran Baru, Jakarta Selatan, Indonesia",-6.2431637,106.7998503
Rumah Lebak Bulus ~ Lt/lb 198/270 ~ Dalam Komplek,3,3,2,Nia Rianto,5500000000.0,23000000,198,270,Lebak Bulus,Jakarta Selatan,20370370.37,Residential,27777778.0,5–10B,0.73,20.37037037,"Lebak Bulus, Jakarta Selatan, Indonesia",-6.3025678,106.7803539
(Rumah Mewah Komplek Harga Njop) Lb 636 M2,8,6,2,Siddiq The Homes,9900000000.0,41000000,424,636,Tebet,Jakarta Selatan,15566037.74,Residential,23349057.0,5–10B,0.67,15.56603774,"Tebet, Jakarta Selatan, Indonesia",-6.2263977,106.8584389
"( Brand New Akses 2 Mobil ) Harga Perdana, Dekat Pusat Kuliner Tebet",3,3,2,Siddiq The Homes,3950000000.0,16000000,106,130,Tebet,Jakarta Selatan,30384615.38,Residential,37264151.0,2–5B,0.82,30.38461538,"Tebet, Jakarta Selatan, Indonesia",-6.2263977,106.8584389
Resort Wijaya Bebas Banjir Strategis,3,3,1,Dharvit Wijaya,6800000000.0,28000000,76,375,Kebayoran Baru,Jakarta Selatan,18133333.33,Residential,89473684.0,5–10B,0.2,18.13333333,"Kebayoran Baru, Jakarta Selatan, Indonesia",-6.2431637,106.7998503
Rumah Tua 1 Lantai Dalam Komplek Belakang Botanica,2,1,1,Michael Setiadi,5500000000.0,23000000,210,100,Kebayoran Baru,Jakarta Selatan,55000000.0,Residential,26190476.0,5–10B,2.1,55.0,"Kebayoran Baru, Jakarta Selatan, Indonesia",-6.2431637,106.7998503
"Jarang Ada Metro Alam Tanah Bonus Bangunan, Pondok Indah, Jaksel",4,3,1,Dona,9500000000.0,40000000,240,225,Pondok Indah,Jakarta Selatan,42222222.22,Residential,39583333.0,5–10B,1.07,42.22222222,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
For Sale Kemang Tropical House,4,5,5,House Demand,18500000000.0,78000000,468,480,Kemang,Jakarta Selatan,38541666.67,Residential,39529915.0,10–50B,0.98,38.541666670000005,"Kemang, Jakarta Selatan, Indonesia",-6.2611108,106.8153262
Dijual Rumah Lokasi Strategis di Griya Selaras Cirendeu Jaksel Siap Kpr,6,3,1,Muhammad Zaid Farhand,2570000000.0,10000000,103,150,Cirendeu,Jakarta Selatan,17133333.33,Residential,24951456.0,2–5B,0.69,17.13333333,"Cirendeu, Jakarta Selatan, Indonesia",-6.289906,106.7687136
Bagus Siap Huni,5,5,3,Indra Wibisono,18000000000.0,76000000,470,600,Kemang,Jakarta Selatan,30000000.0,Residential,38297872.0,10–50B,0.78,30.0,"Kemang, Jakarta Selatan, Indonesia",-6.2611108,106.8153262
Rumah Tua Hitung Tanah Lahan Luas Jarang Ada Di Kebayoran Lama Jakarta Selatan,4,5,2,Nindia Asga,15000000000.0,63000000,793,275,Kebayoran Lama,Jakarta Selatan,54545454.55,Residential,18915511.0,10–50B,2.88,54.545454549999995,"Kebayoran Lama, Jakarta Selatan, Indonesia",-6.2491277,106.7777818
American Classic Siap Huni Fully Furnished,5,6,5,Indra Wibisono,49000000000.0,207000000,730,1100,Kemang,Jakarta Selatan,44545454.55,Residential,67123288.0,10–50B,0.66,44.545454549999995,"Kemang, Jakarta Selatan, Indonesia",-6.2611108,106.8153262
"Rumah di Cilandak margasatwa, Cilandak Furnished Bagus 3 Lantai",3,3,2,Rifqi Zakariya,3100000000.0,13000000,151,140,Cilandak,Jakarta Selatan,22142857.14,Residential,20529801.0,2–5B,1.08,22.14285714,"Cilandak, Jakarta Selatan, Indonesia",-6.2897982,106.7969264
"Rumah di Patal Senayan, Patal Senayan Bagus Jarang Ada Semi Furnished SHM - Sertifikat Hak Milik",5,5,2,Rifqi Zakariya,48200000000.0,204000000,689,800,Patal Senayan,Jakarta Selatan,60250000.0,Residential,69956459.0,10–50B,0.86,60.25,"Patal Senayan, Jakarta Selatan, Indonesia",-6.2186486,106.7922718
Rumah Baru Siap Huni Mewah Murah di Pondok Indah Jakarta Selatan,3,2,2,Rifqi Zakariya,19000000000.0,80000000,200,400,Pondok Indah,Jakarta Selatan,47500000.0,Residential,95000000.0,10–50B,0.5,47.5,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
"Dalam Komplek Expat, Aman , Rapi , Strategis",6,5,3,Indra Wibisono,17500000000.0,74000000,685,481,Cipete,Jakarta Selatan,36382536.38,Residential,25547445.0,10–50B,1.42,36.382536380000005,"Cipete, Jakarta Selatan, Indonesia",-6.2783596,106.7973159
Rumah di kemang Luas harga dibawah NJOP jarang ada,4,3,2,House Demand,21000000000.0,89000000,1598,220,Kemang,Jakarta Selatan,95454545.45,Residential,13141427.0,10–50B,7.26,95.45454545,"Kemang, Jakarta Selatan, Indonesia",-6.2611108,106.8153262
Dijual Rumah Mewah di Pondok Indah 5kt Pondok Indah,5,5,5,Dona Sarera Property,58000000000.0,245000000,627,1050,Pondok Indah,Jakarta Selatan,55238095.24,Residential,92503987.0,> 50B,0.6,55.23809524,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
Dijual Rumah Siap Huni Sudah Full Renovasi Pondok Indah,4,3,2,Dona Sarera Property,18500000000.0,78000000,300,425,Pondok Indah,Jakarta Selatan,43529411.76,Residential,61666667.0,10–50B,0.71,43.529411759999995,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
"Dijual Rumah Mewah 10kt, Furnished Pondok Indah",10,5,1,Dona Sarera Property,80000000000.0,339000000,914,1200,Pondok Indah,Jakarta Selatan,66666666.67,Residential,87527352.0,> 50B,0.76,66.66666667,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
Rumah Hitung Tanah Depan Taman Akses 2 Mobil Tebet Barat,3,2,2,Fajrin Dini Islami,3400000000.0,14000000,179,145,Tebet,Jakarta Selatan,23448275.86,Residential,18994413.0,2–5B,1.23,23.44827586,"Tebet, Jakarta Selatan, Indonesia",-6.2263977,106.8584389
Rumah Nomor Hokky Lokasi Strategis Empu Sendok Senopati SCBD,5,3,3,Erik Denil,20000000000.0,84000000,401,577,Senopati,Jakarta Selatan,34662045.06,Residential,49875312.0,10–50B,0.69,34.662045060000004,"Senopati, Jakarta Selatan, Indonesia",-6.2307381,106.8082373
"Rumah Bagus Unfurnished SHM Gandaria, Jakarta Selatan Kebayoran Baru",3,2,1,Dessy Arianti,3250000000.0,13000000,151,141,Gandaria,Jakarta Selatan,23049645.39,Residential,21523179.0,2–5B,1.07,23.049645390000002,"Gandaria, Jakarta Selatan, Indonesia",-6.2450525,106.7883289
"Rumah Cantik Dalam Cluster Dekat MRT Lebak Bulus, Jaksel",3,3,2,Dona,6900000000.0,29000000,278,225,Lebak Bulus,Jakarta Selatan,30666666.67,Residential,24820144.0,5–10B,1.24,30.66666667,"Lebak Bulus, Jakarta Selatan, Indonesia",-6.3025678,106.7803539
"Rumah Bagus Siap Huni Dalam Cluster Di Pondok Labu, Jaksel",3,4,2,Dona,4500000000.0,19000000,246,205,Pondok Labu,Jakarta Selatan,21951219.51,Residential,18292683.0,2–5B,1.2,21.95121951,"Pondok Labu, Jakarta Selatan, Indonesia",-6.3091437,106.7979382
"Rumah Bagus Lingkungan Asri di Bona Vista Residence , Lebak Bulus",4,4,1,Dona,5750000000.0,24000000,173,280,Lebak Bulus,Jakarta Selatan,20535714.29,Residential,33236994.0,5–10B,0.62,20.535714289999998,"Lebak Bulus, Jakarta Selatan, Indonesia",-6.3025678,106.7803539
"Jarang Ada Rumah Cantik Siap Huni Di Permata Hijau, Jaksel",4,4,2,Dona,23000000000.0,97000000,410,550,Permata Hijau,Jakarta Selatan,41818181.82,Residential,56097561.0,10–50B,0.75,41.81818182,"Permata Hijau, Jakarta Selatan, Indonesia",-6.2214188,106.7832234
"Turun Harga Brand New Rumah Tropical di Pondok Indah, Jaksel",5,5,5,Dona,25000000000.0,105000000,490,700,Pondok Indah,Jakarta Selatan,35714285.71,Residential,51020408.0,10–50B,0.7,35.71428571,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
Rumah Karya Arsitek Andra Matin Di Cluster Ozone Residence Jaksel,4,3,2,Dona,5800000000.0,24000000,200,250,Bintaro,Jakarta Selatan,23200000.0,Residential,29000000.0,5–10B,0.8,23.2,"Bintaro, Jakarta Selatan, Indonesia",-6.2682262,106.7648364
"Rumah Lokasi Strategis Di Komplek MPR Dekat MRT Cipete, Jaksel",6,4,2,Dona,14000000000.0,59000000,477,477,Cipete,Jakarta Selatan,29350104.82,Residential,29350105.0,10–50B,1.0,29.35010482,"Cipete, Jakarta Selatan, Indonesia",-6.2783596,106.7973159
Turun Harga Rumah Lama Hitung Tanah Di Komplek Di Pasar Minggu,5,2,1,Dona,4500000000.0,19000000,225,100,Pasar Minggu,Jakarta Selatan,45000000.0,Residential,20000000.0,2–5B,2.25,45.0,"Pasar Minggu, Jakarta Selatan, Indonesia",-6.2833322,106.8448558
Rumah Cantik dan Murah Lokasi Strategis di Jagakarsa,4,4,11,Hansamu,9500000000.0,40000000,2083,298,Jagakarsa,Jakarta Selatan,31879194.63,Residential,4560730.0,5–10B,6.99,31.87919463,"Jagakarsa, Jakarta Selatan, Indonesia",-6.3301011,106.8222371
"Rumah Cantik Dalam Komplek Di Warung Buncit, Kalibata, Jaksel",5,5,4,Dona,10500000000.0,44000000,500,500,Warung Buncit,Jakarta Selatan,21000000.0,Residential,21000000.0,10–50B,1.0,21.0,"Warung Buncit, Jakarta Selatan, Indonesia",-6.2445809,106.8259557
"Brand New Townhouse Dalam Cluster Di Karang Tengah, Lebak Bulus",4,5,2,Dona,4800000000.0,20000000,180,300,Lebak Bulus,Jakarta Selatan,16000000.0,Residential,26666667.0,2–5B,0.6,16.0,"Lebak Bulus, Jakarta Selatan, Indonesia",-6.3025678,106.7803539
Rumah Mewah Siap Huni Furnished Dalam Cluster Durian Jagakarsa,4,4,1,Abdullah Said Rifki,3650000000.0,15000000,145,270,Jagakarsa,Jakarta Selatan,13518518.52,Residential,25172414.0,2–5B,0.54,13.518518519999999,"Jagakarsa, Jakarta Selatan, Indonesia",-6.3301011,106.8222371
Rumah Murah Mewah Di Niaga Hijau Pondok Indah Strategis Dekat Pim,3,3,3,Abdullah Said Rifki,9950000000.0,42000000,199,400,Pondok Indah,Jakarta Selatan,24875000.0,Residential,50000000.0,5–10B,0.5,24.875,"Pondok Indah, Jakarta Selatan, Indonesia",-6.2756433,106.7828144
Dijual Rumah Mewah Second Terawat Lokasi Tenang Di Simprug Golf,7,4,8,Puput Pujiawati,85000000000.0,360000000,1832,1000,Senayan,Jakarta Selatan,85000000.0,Residential,46397380.0,> 50B,1.83,85.0,"Senayan, Jakarta Selatan, Indonesia",-6.2269109,106.8099197
Jual Rumah Minimalis LT 168m2 Row 2 mobil di tebet jakarta selatan,4,5,1,Juliana,5000000000.0,21000000,168,200,Tebet,Jakarta Selatan,25000000.0,Residential,29761905.0,2–5B,0.84,25.0,"Tebet, Jakarta Selatan, Indonesia",-6.2263977,106.8584389
"Rumah Dijual Cipete Asri, Nyaman, Terawat. Rumah",5,5,5,Rara Viza,14500000000.0,61000000,518,450,Cipete,Jakarta Selatan,32222222.22,Residential,27992278.0,10–50B,1.15,32.22222222,"Cipete, Jakarta Selatan, Indonesia",-6.2783596,106.7973159
Rumah Mewah Dalam Cluster Cavana Di Lebak Bulus Selangkah Ke Mrt,3,3,2,Abdullah Said Rifki,3100000000.0,13000000,82,148,Lebak Bulus,Jakarta Selatan,20945945.95,Residential,37804878.0,2–5B,0.55,20.94594595,"Lebak Bulus, Jakarta Selatan, Indonesia",-6.3025678,106.7803539
Jual Cepat Rumah di Petojo Sabangan Unfurnish,3,2,1,Berlin Soetioso,7000000000.0,29000000,207,207,Petojo,Jakarta Pusat,33816425.12,Residential,33816425.0,5–10B,1.0,33.81642512,"Petojo, Jakarta Pusat, Indonesia",-6.169989,106.8170022
DIJUAL RUMAH MENTENG - MODERN CLASSIC HOUSE @PRIME LOCATION,5,5,6,Kristo Hosea,100000000000.0,423000000,879,1000,Menteng,Jakarta Pusat,100000000.0,Residential,113765643.0,> 50B,0.88,100.0,"Menteng, Jakarta Pusat, Indonesia",-6.1950265,106.8322242
Dijual Rumah Menteng - Kualitas Mewah Siap Huni,3,3,3,Kristo Hosea,43000000000.0,182000000,753,520,Menteng,Jakarta Pusat,82692307.69,Residential,57104914.0,10–50B,1.45,82.69230768999999,"Menteng, Jakarta Pusat, Indonesia",-6.1950265,106.8322242
Rumah 2 Lantai Hook Di Daerah Menteng Jakarta Pusat,9,3,5,Evelina,41000000000.0,173000000,424,454,Menteng,Jakarta Pusat,90308370.04,Residential,96698113.0,10–50B,0.93,90.30837004,"Menteng, Jakarta Pusat, Indonesia",-6.1950265,106.8322242
Jual rmh itung tanah senen,3,2,2,Elsa Ong,6400000000.0,27000000,310,200,Senen,Jakarta Pusat,32000000.0,Residential,20645161.0,5–10B,1.55,32.0,"Senen, Jakarta Pusat, Indonesia",-6.1744233,106.8445744
Rumah Tua di Lokasi Elite Menteng Jakarta Pusat,7,2,2,Maria Wirawan,49000000000.0,207000000,716,400,Menteng,Jakarta Pusat,122500000.0,Residential,68435754.0,10–50B,1.79,122.5,"Menteng, Jakarta Pusat, Indonesia",-6.1950265,106.8322242
Jual Rumah Lama Bendungan Hilir,4,3,2,Hendra Balma,7500000000.0,31000000,190,225,Bendungan Hilir,Jakarta Pusat,33333333.33,Residential,39473684.0,5–10B,0.84,33.333333329999995,"Bendungan Hilir, Jakarta Pusat, Indonesia",-6.2085873,106.8083837
Rumah Dijual Fully Furnised Bagus Di Cempaka Putih,7,4,2,Daisyanna Hutapea,13500000000.0,57000000,464,389,Cempaka Putih,Jakarta Pusat,34704370.18,Residential,29094828.0,10–50B,1.19,34.70437018,"Cempaka Putih, Jakarta Pusat, Indonesia",-6.1812045,106.8685244
Kebon Pala Tanah Abang.rumah Dijual Hitung Tanah Saja,3,2,2,Violla Property,5000000000.0,21000000,108,100,Tanah Abang,Jakarta Pusat,50000000.0,Residential,46296296.0,2–5B,1.08,50.0,"Tanah Abang, Jakarta Pusat, Indonesia",-6.1857127,106.8108938
Rumah Dijual Siap Huni Dan Rapih Di Cempaka Putih Tengah,9,7,5,Daisyanna Hutapea,7350000000.0,31000000,378,600,Cempaka Putih,Jakarta Pusat,12250000.0,Residential,19444444.0,5–10B,0.63,12.25,"Cempaka Putih, Jakarta Pusat, Indonesia",-6.1812045,106.8685244
"Rumah benhil, strategis, dekat ke sudirman jakarta pusat",6,4,1,Gree Rwkg,4200000000.0,17000000,98,210,Bendungan Hilir,Jakarta Pusat,20000000.0,Residential,42857143.0,2–5B,0.47,20.0,"Bendungan Hilir, Jakarta Pusat, Indonesia",-6.2085873,106.8083837
